BOROUGH,BLOCK,LOT,POSTCODE,LATITUDE,LONGITUDE
Staten Island,3380,4,10305,40.584472,-74.089739
Staten Island,1229,38,10303,40.631867,-74.158111
Staten Island,435,15,10314,40.617512,-74.134329
Staten Island,934,17,10306,40.579878,-74.114112
Staten Island,329,30,10314,40.615134,-74.114727
Staten Island,241,20,10301,40.618871,-74.104125
Staten Island,6975,135,10309,40.524683,-74.210457
Staten Island,5315,64,10312,40.536072,-74.148466
Staten Island,8024,82,10307,40.513078,-74.24506
Staten Island,5437,6,10308,40.552682,-74.151979
Staten Island,5236,31,10312,40.542105,-74.163076
Staten Island,5236,31,10312,40.542105,-74.163076
Staten Island,5236,31,10312,40.542105,-74.163076
Staten Island,5236,31,10312,40.542105,-74.163076
Staten Island,5236,31,10312,40.542105,-74.163076
Staten Island,5236,31,10312,40.542105,-74.163076
Staten Island,5309,33,10308,40.537074,-74.143993
Staten Island,6499,25,10312,40.527427,-74.180336
Staten Island,7886,72,10307,40.503044,-74.241974
Staten Island,714,15,10314,40.607667,-74.12106
Staten Island,714,15,10314,40.607667,-74.12106
Staten Island,1544,1,10314,40.613119,-74.15864
Staten Island,1544,1,10314,40.613119,-74.15864
Staten Island,1544,1,10314,40.613119,-74.15864
Staten Island,1544,1,10314,40.613119,-74.15864
Staten Island,1544,1,10314,40.613119,-74.15864
Staten Island,1544,1,10314,40.613119,-74.15864
Staten Island,1544,1,10314,40.613119,-74.15864
Staten Island,1544,1,10314,40.613119,-74.15864
Staten Island,1544,1,10314,40.613119,-74.15864
Staten Island,4007,137,10306,40.560494,-74.113877
Staten Island,3191,108,10304,40.597657,-74.090718
Staten Island,882,46,10301,40.602585,-74.113938
Staten Island,767,10,10314,40.604818,-74.128945
Staten Island,6257,1,10312,40.541734,-74.178147
Staten Island,6257,1,10312,40.541734,-74.178147
Staten Island,1576,38,10314,40.612889,-74.166296
Staten Island,2445,5,10314,40.575761,-74.163281
Staten Island,373,23,10314,40.612805,-74.126558
Staten Island,5441,28,10308,40.553841,-74.153716
Staten Island,613,134,10304,40.627376,-74.086291
Staten Island,2380,500,10314,40.587838,-74.16564
Staten Island,2380,500,10314,40.587838,-74.16564
Staten Island,2380,500,10314,40.587838,-74.16564
Staten Island,2380,500,10314,40.587838,-74.16564
Staten Island,2380,500,10314,40.587838,-74.16564
Staten Island,5526,45,10312,40.555013,-74.167419
Staten Island,5720,1,10312,40.560521,-74.182617
Staten Island,2827,89,10305,40.616402,-74.065624
Staten Island,2827,89,10305,40.616421,-74.06558
Staten Island,2827,89,10305,40.616438,-74.065541
Staten Island,2827,89,10305,40.616454,-74.065501
Staten Island,2827,89,10305,40.616471,-74.065462
Staten Island,2827,89,10305,40.61649,-74.065422
Staten Island,2400,15,10314,40.587118,-74.168259
Staten Island,2400,15,10314,40.587118,-74.168259
Staten Island,2400,15,10314,40.587118,-74.168259
Staten Island,377,325,10314,40.61698,-74.128968
Staten Island,6499,25,10312,40.527427,-74.180336
Staten Island,835,416,10304,40.605021,-74.095212
Staten Island,835,395,10304,40.605092,-74.095889
Staten Island,5286,53,10312,40.537501,-74.151398
Staten Island,3472,43,10305,40.582988,-74.0851
Staten Island,3472,43,10305,40.582988,-74.0851
Staten Island,3472,43,10305,40.582971,-74.085071
Staten Island,3472,43,10305,40.582971,-74.085071
Staten Island,3472,43,10305,40.582958,-74.085042
Staten Island,3472,43,10305,40.582958,-74.085042
Staten Island,3472,43,10305,40.582944,-74.085014
Staten Island,3472,43,10305,40.58293,-74.084985
Staten Island,3472,43,10305,40.58293,-74.084985
Staten Island,3472,43,10305,40.582914,-74.084956
Staten Island,3472,43,10305,40.582914,-74.084956
Staten Island,3472,43,10305,40.5829,-74.084927
Staten Island,3472,43,10305,40.5829,-74.084927
Staten Island,3472,43,10305,40.582886,-74.084898
Staten Island,3472,43,10305,40.582856,-74.084844
Staten Island,3472,43,10305,40.582843,-74.084815
Staten Island,3472,43,10305,40.582826,-74.084787
Staten Island,3472,43,10305,40.582812,-74.084758
Staten Island,3472,43,10305,40.582812,-74.084758
Staten Island,3472,43,10305,40.582741,-74.084617
Staten Island,3472,43,10305,40.582741,-74.084617
Staten Island,3472,43,10305,40.582728,-74.084592
Staten Island,3472,43,10305,40.582728,-74.084592
Staten Island,3472,43,10305,40.582717,-74.08457
Staten Island,3472,43,10305,40.582427,-74.085848
Staten Island,3472,43,10305,40.582408,-74.085808
Staten Island,3472,43,10305,40.582408,-74.085808
Staten Island,3472,43,10305,40.582408,-74.085808
Staten Island,3472,43,10305,40.582389,-74.085772
Staten Island,3472,43,10305,40.582389,-74.085772
Staten Island,3472,68,10305,40.58237,-74.085733
Staten Island,3472,43,10305,40.582351,-74.085697
Staten Island,3472,43,10305,40.582331,-74.085661
Staten Island,3472,43,10305,40.582312,-74.085621
Staten Island,3472,43,10305,40.582293,-74.085585
Staten Island,3472,43,10305,40.582252,-74.085509
Staten Island,3472,43,10305,40.582233,-74.08547
Staten Island,3472,59,10305,40.582214,-74.085434
Staten Island,3472,43,10305,40.582194,-74.085394
Staten Island,3472,43,10305,40.582175,-74.085358
Staten Island,3472,43,10305,40.582156,-74.085319
Staten Island,3472,55,10305,40.582137,-74.085282
Staten Island,262,25,10301,40.628072,-74.104316
Staten Island,5465,34,10308,40.551036,-74.159809
Staten Island,5465,34,10308,40.551036,-74.159809
Staten Island,1560,15,10314,40.608256,-74.162096
Staten Island,2845,29,10305,40.6169,-74.068218
Staten Island,5520,124,10312,40.551425,-74.165855
Staten Island,556,132,10304,40.621683,-74.079188
Staten Island,6246,46,10312,40.53702,-74.178685
Staten Island,390,116,10302,40.624591,-74.135867
Staten Island,390,116,10302,40.624591,-74.135867
Staten Island,5591,42,10312,40.545282,-74.165714
Staten Island,6834,45,10312,40.536325,-74.197488
Staten Island,7267,307,10309,40.540012,-74.222824
Staten Island,5236,1,10312,40.542993,-74.163924
Staten Island,1607,19,10314,40.614888,-74.161921
Staten Island,7105,565,10309,40.541868,-74.221017
Staten Island,7105,564,10309,40.54189,-74.221024
Staten Island,7105,563,10309,40.541934,-74.221039
Staten Island,7105,562,10309,40.541958,-74.221049
Staten Island,7105,561,10309,40.542002,-74.221064
Staten Island,7105,559,10309,40.542024,-74.221071
Staten Island,7105,558,10309,40.542131,-74.221111
Staten Island,7105,557,10309,40.542148,-74.221118
Staten Island,7105,556,10309,40.542181,-74.221133
Staten Island,7105,555,10309,40.542197,-74.22114
Staten Island,7105,566,10309,40.542057,-74.221312
Staten Island,7105,567,10309,40.542046,-74.221366
Staten Island,7105,568,10309,40.542026,-74.221471
Staten Island,7105,569,10309,40.542015,-74.221525
Staten Island,7105,570,10309,40.541993,-74.221632
Staten Island,7105,571,10309,40.541982,-74.221683
Staten Island,7105,572,10309,40.54196,-74.221791
Staten Island,7105,573,10309,40.54194,-74.221895
Staten Island,7105,575,10309,40.541927,-74.22188
Staten Island,7105,576,10309,40.541938,-74.221819
Staten Island,7105,577,10309,40.541963,-74.221693
Staten Island,7105,578,10309,40.541977,-74.221629
Staten Island,7105,579,10309,40.541997,-74.221086
Staten Island,7105,580,10309,40.541975,-74.221078
Staten Island,7105,581,10309,40.541931,-74.22106
Staten Island,7105,582,10309,40.541909,-74.221053
Staten Island,7105,583,10309,40.541862,-74.221035
Staten Island,7105,584,10309,40.54184,-74.221027
Staten Island,7105,586,10309,40.541615,-74.221084
Staten Island,7105,587,10309,40.541607,-74.221117
Staten Island,7105,588,10309,40.541593,-74.221181
Staten Island,7105,589,10309,40.541585,-74.221214
Staten Island,7092,113,10309,40.541538,-74.221336
Staten Island,7092,15,10309,40.541543,-74.221311
Staten Island,7092,117,10309,40.541574,-74.221181
Staten Island,7092,19,10309,40.541582,-74.221156
Staten Island,7092,20,10309,40.541599,-74.221077
Staten Island,76,1,10310,40.645232,-74.104674
Staten Island,76,1,10310,40.645232,-74.104674
Staten Island,76,1,10310,40.645232,-74.104674
Staten Island,76,1,10310,40.645232,-74.104674
Staten Island,76,1,10310,40.645232,-74.104674
Staten Island,76,1,10310,40.645232,-74.104674
Staten Island,76,1,10310,40.645232,-74.104674
Staten Island,76,1,10310,40.645232,-74.104674
Staten Island,76,1,10310,40.645232,-74.104674
Staten Island,76,1,10310,40.645232,-74.104674
Staten Island,76,1,10310,40.645232,-74.104674
Staten Island,500,1,10301,40.635395,-74.075583
Staten Island,5495,92,10312,40.544365,-74.162351
Staten Island,5495,92,10312,40.544365,-74.162351
Staten Island,5495,92,10312,40.544365,-74.162351
Staten Island,7710,533,10309,40.507989,-74.223792
Staten Island,6145,119,10309,40.546921,-74.207842
Staten Island,376,245,10314,40.619126,-74.129441
Staten Island,1231,34,10303,40.629492,-74.158376
Staten Island,276,7,10310,40.628558,-74.107148
Staten Island,276,7,10310,40.628558,-74.107148
Staten Island,276,7,10310,40.628558,-74.107148
Staten Island,6324,45,10312,40.534728,-74.187162
Staten Island,6993,11,10309,40.524457,-74.215283
Staten Island,6993,12,10309,40.524466,-74.215193
Staten Island,122,20,10301,40.63187,-74.091568
Staten Island,869,778,10304,40.595741,-74.100611
Staten Island,5733,12,10312,40.556735,-74.18279
Staten Island,869,848,10304,40.595342,-74.09967
Staten Island,869,848,10304,40.595342,-74.09967
Staten Island,869,849,10304,40.595369,-74.099598
Staten Island,869,849,10304,40.595369,-74.099598
Staten Island,696,341,10314,40.60461,-74.117348
Staten Island,521,121,10304,40.628093,-74.078172
Staten Island,5206,7,10308,40.543518,-74.142719
Staten Island,5348,493,10312,40.536086,-74.158687
Staten Island,841,22,10304,40.603105,-74.098097
Staten Island,1435,196,10302,40.622899,-74.142017
Staten Island,5430,1,10308,40.549399,-74.152123
Staten Island,7916,23,10307,40.507778,-74.247414
Staten Island,3350,51,10305,40.59311,-74.085991
Staten Island,1229,1,10303,40.63185,-74.160367
Staten Island,6694,195,10309,40.516456,-74.196875
Staten Island,1004,7,10302,40.639231,-74.132402
Staten Island,5309,37,10308,40.537395,-74.144191
Staten Island,4435,33,10306,40.570155,-74.141732
Staten Island,2360,35,10314,40.593826,-74.162216
Staten Island,6249,518,10312,40.539458,-74.178382
Staten Island,483,68,10314,40.612707,-74.14475
Staten Island,4231,74,10306,40.569097,-74.118542
Staten Island,4222,21,10306,40.570089,-74.112313
Staten Island,6166,58,10309,40.556319,-74.212388
Staten Island,6166,58,10309,40.556319,-74.212388
Staten Island,7853,102,10307,40.511177,-74.236552
Staten Island,5234,38,10312,40.543904,-74.158353
Staten Island,918,156,10314,40.600063,-74.119472
Staten Island,6234,7,10312,40.546151,-74.184833
Staten Island,1006,60,10302,40.63913,-74.129469
Staten Island,1006,60,10302,40.63913,-74.129469
Staten Island,4274,131,10306,40.564056,-74.119696
Staten Island,361,73,10314,40.621312,-74.128109
Staten Island,3348,56,10305,40.594218,-74.083656
Staten Island,1441,12,10302,40.621003,-74.143594
Staten Island,2825,1,10305,40.616508,-74.067904
Staten Island,2825,1,10305,40.616508,-74.067904
Staten Island,2825,1,10305,40.616508,-74.067904
Staten Island,2825,1,10305,40.616508,-74.067904
Staten Island,3705,1,10305,40.582744,-74.088509
Staten Island,3705,1,10305,40.582744,-74.088509
Staten Island,3705,1,10305,40.582744,-74.088509
Staten Island,3705,1,10305,40.582744,-74.088509
Staten Island,3705,1,10305,40.582744,-74.088509
Staten Island,3705,1,10305,40.582744,-74.088509
Staten Island,3705,1,10305,40.582744,-74.088509
Staten Island,3705,1,10305,40.582744,-74.088509
Staten Island,3705,1,10305,40.582744,-74.088509
Staten Island,3705,1,10305,40.582744,-74.088509
Staten Island,3705,1,10305,40.582744,-74.088509
Staten Island,3705,1,10305,40.582744,-74.088509
Staten Island,3705,1,10305,40.582744,-74.088509
Staten Island,3705,1,10305,40.582744,-74.088509
Staten Island,3705,1,10305,40.582744,-74.088509
Staten Island,3705,1,10305,40.582744,-74.088509
Staten Island,3705,1,10305,40.582744,-74.088509
Staten Island,545,110,10304,40.622455,-74.078508
Staten Island,545,110,10304,40.622455,-74.078508
Staten Island,545,110,10304,40.622455,-74.078508
Staten Island,545,110,10304,40.622455,-74.078508
Staten Island,545,110,10304,40.622455,-74.078508
Staten Island,545,110,10304,40.622455,-74.078508
Staten Island,545,110,10304,40.622455,-74.078508
Staten Island,545,110,10304,40.622455,-74.078508
Staten Island,545,110,10304,40.622455,-74.078508
Staten Island,545,110,10304,40.622455,-74.078508
Staten Island,545,110,10304,40.622455,-74.078508
Staten Island,545,110,10304,40.622455,-74.078508
Staten Island,545,110,10304,40.622455,-74.078508
Staten Island,545,110,10304,40.622455,-74.078508
Staten Island,545,110,10304,40.622455,-74.078508
Staten Island,545,110,10304,40.622455,-74.078508
Staten Island,2400,25,10314,40.587744,-74.168088
Staten Island,6861,31,10309,40.531304,-74.199257
Staten Island,5348,524,10312,40.534937,-74.158166
Staten Island,1690,158,10303,40.625452,-74.160384
Staten Island,7054,518,10309,40.551253,-74.211753
Staten Island,7054,518,10309,40.551253,-74.211753
Staten Island,5286,12,10308,40.538361,-74.151195
Staten Island,44,15,10301,40.639999,-74.086405
Staten Island,132,31,10301,40.632746,-74.104129
Staten Island,1222,43,10303,40.628757,-74.156439
Staten Island,498,5,10301,40.636188,-74.077133
Staten Island,3123,78,10305,40.592432,-74.065272
Staten Island,1444,8,10302,40.621326,-74.141707
Staten Island,1622,8,10314,40.617699,-74.165145
Staten Island,5151,3,10308,40.545863,-74.148466
Staten Island,2627,5,10314,40.593023,-74.188402
Staten Island,5262,119,10308,40.541238,-74.152381
Staten Island,5306,50,10308,40.539403,-74.145279
Staten Island,5151,7,10308,40.545929,-74.148308
Staten Island,3347,33,10305,40.595598,-74.084518
Staten Island,288,109,10310,40.625049,-74.10822
Staten Island,5151,3,10308,40.545863,-74.148466
Staten Island,4619,52,10308,40.555866,-74.147664
Staten Island,5676,60,10312,40.55408,-74.181595
Staten Island,1140,61,10302,40.626731,-74.143426
Staten Island,835,238,10304,40.605225,-74.093555
Staten Island,62,101,10301,40.646131,-74.090294
Staten Island,7999,28,10307,40.513296,-74.248176
Staten Island,3333,26,10305,40.589951,-74.089087
Staten Island,7533,150,10309,40.52355,-74.215967
Staten Island,38,61,10301,40.63911,-74.082873
Staten Island,3247,46,10305,40.596657,-74.077404
Staten Island,7812,73,10307,40.510535,-74.235302
Staten Island,288,122,10310,40.624588,-74.108136
Staten Island,6920,29,10309,40.536098,-74.206456
Staten Island,3060,53,10305,40.602096,-74.079013
Staten Island,5512,18,10312,40.548341,-74.167093
Staten Island,3353,55,10305,40.592283,-74.083041
Staten Island,6302,11,10312,40.543437,-74.190946
Staten Island,1100,15,10302,40.63282,-74.140719
Staten Island,948,79,10306,40.579338,-74.121293
Staten Island,2965,13,10305,40.615203,-74.074501
Staten Island,3315,48,10304,40.591809,-74.093591
Staten Island,2388,23,10314,40.586511,-74.160459
Staten Island,8008,134,10307,40.518129,-74.234494
Staten Island,8008,134,10307,40.518129,-74.234494
Staten Island,8008,134,10307,40.518129,-74.234494
Staten Island,8008,134,10307,40.518129,-74.234494
Staten Island,8008,134,10307,40.518129,-74.234494
Staten Island,8008,134,10307,40.518129,-74.234494
Staten Island,8008,134,10307,40.518129,-74.234494
Staten Island,8008,134,10307,40.518129,-74.234494
Staten Island,8008,134,10307,40.518129,-74.234494
Staten Island,8008,134,10307,40.518129,-74.234494
Staten Island,3330,10,10305,40.592113,-74.090995
Staten Island,6819,36,10312,40.531412,-74.195538
Staten Island,7944,21,10307,40.507007,-74.251331
Staten Island,1,275,10301,40.640447,-74.073257
Staten Island,1,275,10301,40.640447,-74.073257
Staten Island,1,275,10301,40.640447,-74.073257
Staten Island,1725,570,10314,40.612474,-74.175436
Staten Island,1725,570,10314,40.612474,-74.175436
Staten Island,1725,570,10314,40.612474,-74.175436
Staten Island,1725,570,10314,40.612474,-74.175436
Staten Island,7884,55,10307,40.500058,-74.241917
Staten Island,3554,44,10306,40.58503,-74.10535
Staten Island,1218,1,10303,40.63179,-74.156439
Staten Island,1218,1,10303,40.63179,-74.156439
Staten Island,1218,1,10303,40.63179,-74.156439
Staten Island,1218,1,10303,40.63179,-74.156439
Staten Island,1218,1,10303,40.63179,-74.156439
Staten Island,1218,1,10303,40.63179,-74.156439
Staten Island,1218,1,10303,40.63179,-74.156439
Staten Island,1218,1,10303,40.63179,-74.156439
Staten Island,1218,1,10303,40.63179,-74.156439
Staten Island,1218,1,10303,40.63179,-74.156439
Staten Island,1218,1,10303,40.63179,-74.156439
Staten Island,1218,1,10303,40.63179,-74.156439
Staten Island,1218,1,10303,40.63179,-74.156439
Staten Island,1218,1,10303,40.63179,-74.156439
Staten Island,1218,1,10303,40.63179,-74.156439
Staten Island,6796,44,10309,40.520699,-74.211264
Staten Island,6796,44,10309,40.520699,-74.211264
Staten Island,6796,44,10309,40.520699,-74.211264
Staten Island,6796,44,10309,40.520699,-74.211264
Staten Island,6796,44,10309,40.520699,-74.211264
Staten Island,6796,44,10309,40.520699,-74.211264
Staten Island,6796,44,10309,40.520699,-74.211264
Staten Island,6796,44,10309,40.520699,-74.211264
Staten Island,6796,44,10309,40.520699,-74.211264
Staten Island,6796,44,10309,40.520699,-74.211264
Staten Island,6796,44,10309,40.520699,-74.211264
Staten Island,6796,44,10309,40.520699,-74.211264
Staten Island,6796,44,10309,40.520699,-74.211264
Staten Island,6796,44,10309,40.520699,-74.211264
Staten Island,6796,44,10309,40.520699,-74.211264
Staten Island,5320,62,10312,40.533596,-74.150691
Staten Island,6815,85,10312,40.531084,-74.193451
Staten Island,3254,26,10305,40.591979,-74.074482
Staten Island,6979,1,10309,40.538423,-74.212396
Staten Island,6979,218,10309,40.538376,-74.212694
Staten Island,6979,219,10309,40.538395,-74.212662
Staten Island,638,49,10304,40.617241,-74.083451
Staten Island,7887,89,10307,40.50356,-74.243123
Staten Island,7887,89,10307,40.50356,-74.243123
Staten Island,1478,151,10302,40.622262,-74.144382
Staten Island,1478,150,10302,40.6223,-74.144378
Staten Island,2402,1,10314,40.590395,-74.166096
Staten Island,2402,1,10314,40.590395,-74.166096
Staten Island,2402,1,10314,40.590395,-74.166096
Staten Island,697,79,10314,40.601822,-74.120059
Staten Island,5668,75,10312,40.553056,-74.181635
Staten Island,763,100,10314,40.604191,-74.12724
Staten Island,3321,59,10304,40.588928,-74.098426
Staten Island,6247,29,10312,40.536345,-74.180342
Staten Island,6242,30,10312,40.539107,-74.176107
Staten Island,5242,47,10312,40.54193,-74.160475
Staten Island,3983,13,10306,40.56528,-74.114976
Staten Island,7540,11,10309,40.520841,-74.217689
Staten Island,484,36,10314,40.613797,-74.146463
Staten Island,4405,3,10306,40.572112,-74.137337
Staten Island,1093,46,10302,40.632591,-74.137336
Staten Island,598,42,10301,40.619101,-74.098657
Staten Island,598,42,10301,40.619101,-74.098657
Staten Island,952,238,10306,40.582187,-74.126338
Staten Island,952,238,10306,40.582187,-74.126338
Staten Island,1088,51,10302,40.636649,-74.138227
Staten Island,1088,50,10302,40.636688,-74.138227
Staten Island,1088,49,10302,40.636726,-74.138223
Staten Island,517,113,10304,40.630257,-74.080066
Staten Island,1,7502,10301,40.638214,-74.075882
Staten Island,1,7502,10301,40.638214,-74.075882
Staten Island,1,7502,10301,40.638214,-74.075882
Staten Island,1,7502,10301,40.638214,-74.075882
Staten Island,1,7502,10301,40.638214,-74.075882
Staten Island,1,7502,10301,40.638214,-74.075882
Staten Island,1,7502,10301,40.638214,-74.075882
Staten Island,1,7502,10301,40.638214,-74.075882
Staten Island,1,7502,10301,40.638214,-74.075882
Staten Island,5725,96,10312,40.564143,-74.181522
Staten Island,60,17,10301,40.644077,-74.0909
Staten Island,1270,165,10303,40.628034,-74.166518
Staten Island,5275,11,10308,40.540903,-74.148923
Staten Island,5275,10,10308,40.541544,-74.149439
Staten Island,8046,59,10307,40.511487,-74.245871
Staten Island,527,1,10304,40.62669,-74.078048
Staten Island,527,1,10304,40.62669,-74.078048
Staten Island,527,1,10304,40.62669,-74.078048
Staten Island,527,1,10304,40.62669,-74.078048
Staten Island,527,1,10304,40.62669,-74.078048
Staten Island,527,1,10304,40.62669,-74.078048
Staten Island,527,1,10304,40.62669,-74.078048
Staten Island,527,1,10304,40.62669,-74.078048
Staten Island,527,1,10304,40.62669,-74.078048
Staten Island,506,81,10301,40.634032,-74.078611
Staten Island,506,81,10301,40.634032,-74.078611
Staten Island,5624,22,10312,40.545383,-74.171687
Staten Island,1224,38,10303,40.635854,-74.158636
Staten Island,5267,53,10312,40.53907,-74.156521
Staten Island,4327,120,10306,40.573631,-74.129018
Staten Island,638,3,10304,40.617175,-74.084095
Staten Island,4251,27,10306,40.566684,-74.115795
Staten Island,6848,11,10312,40.542199,-74.198923
Staten Island,1442,13,10302,40.62096,-74.142661
Staten Island,1442,13,10302,40.62096,-74.142661
Staten Island,6939,19,10309,40.525573,-74.207319
Staten Island,1463,32,10314,40.618323,-74.140224
Staten Island,4609,46,10308,40.558295,-74.148134
Staten Island,3255,19,10305,40.592567,-74.073817
Staten Island,1440,79,10302,40.620901,-74.14363
Staten Island,835,48,10304,40.603477,-74.095977
Staten Island,6810,15,10309,40.524193,-74.213002
Staten Island,680,71,10301,40.61223,-74.109063
Staten Island,2370,232,10314,40.587262,-74.147046
Staten Island,2370,231,10314,40.587224,-74.147075
Staten Island,3333,19,10305,40.590097,-74.088958
Staten Island,3333,19,10305,40.590097,-74.088958
Staten Island,5380,12,10312,40.53447,-74.163982
Staten Island,5138,52,10308,40.547839,-74.146193
Staten Island,622,1,10304,40.615138,-74.08785
Staten Island,6787,104,10309,40.516526,-74.207395
Staten Island,5340,20,10312,40.537423,-74.158708
Staten Island,952,275,10304,40.584008,-74.125528
Staten Island,1194,42,10303,40.630736,-74.153775
Staten Island,1194,41,10303,40.630736,-74.153775
Staten Island,1198,42,10303,40.627118,-74.154299
Staten Island,3183,46,10304,40.600962,-74.090582
Staten Island,2370,221,10314,40.587122,-74.147165
Staten Island,2370,226,10314,40.586957,-74.147186
Staten Island,2370,223,10314,40.58696,-74.147207
Staten Island,2634,1,10314,40.591702,-74.190648
Staten Island,2634,1,10314,40.591702,-74.190648
Staten Island,2634,1,10314,40.591702,-74.190648
Staten Island,2634,1,10314,40.591702,-74.190648
Staten Island,2634,1,10314,40.591702,-74.190648
Staten Island,867,25,10304,40.597774,-74.108392
Staten Island,2370,216,10314,40.587602,-74.147313
Staten Island,2370,56,10314,40.587898,-74.148066
Staten Island,2285,1,10306,40.576026,-74.139509
Staten Island,6441,166,10312,40.52761,-74.173635
Staten Island,5606,61,10312,40.552637,-74.170216
Staten Island,6872,43,10309,40.533661,-74.201606
Staten Island,6705,82,10309,40.519217,-74.200354
Staten Island,6670,125,10309,40.51818,-74.19519
Staten Island,252,1,10301,40.630978,-74.102209
Staten Island,6582,29,10312,40.528769,-74.190566
Staten Island,3098,18,10305,40.597077,-74.069425
Staten Island,3098,18,10305,40.597077,-74.069425
Staten Island,3120,18,10305,40.596464,-74.064772
Staten Island,1606,26,10314,40.615209,-74.163781
Staten Island,2972,24,10305,40.612632,-74.073238
Staten Island,6221,1,10312,40.543915,-74.176789
Staten Island,5299,19,10308,40.540797,-74.145926
Staten Island,1182,23,10303,40.626404,-74.15072
Staten Island,6729,55,10309,40.512809,-74.204543
Staten Island,6729,49,10309,40.5129,-74.204054
Staten Island,6729,39,10309,40.513343,-74.205307
Staten Island,6729,40,10309,40.513379,-74.205142
Staten Island,6729,41,10309,40.513412,-74.204976
Staten Island,6729,43,10309,40.513501,-74.204531
Staten Island,3168,4,10304,40.603484,-74.091237
Staten Island,3168,4,10304,40.603484,-74.091237
Staten Island,3168,4,10304,40.603484,-74.091237
Staten Island,3168,4,10304,40.603484,-74.091237
Staten Island,3168,4,10304,40.603484,-74.091237
Staten Island,3168,4,10304,40.603484,-74.091237
Staten Island,3168,4,10304,40.603484,-74.091237
Staten Island,3168,4,10304,40.603484,-74.091237
Staten Island,3168,4,10304,40.603484,-74.091237
Staten Island,3168,4,10304,40.603484,-74.091237
Staten Island,3168,4,10304,40.603484,-74.091237
Staten Island,3168,4,10304,40.603484,-74.091237
Staten Island,3168,4,10304,40.603484,-74.091237
Staten Island,3168,4,10304,40.603484,-74.091237
Staten Island,3168,4,10304,40.603484,-74.091237
Staten Island,4209,1,10306,40.573692,-74.115825
Staten Island,5306,108,10308,40.53865,-74.145907
Staten Island,43,22,10301,40.639415,-74.085568
Staten Island,3325,6,10305,40.593773,-74.087929
Staten Island,3345,40,10305,40.586404,-74.0935
Staten Island,13,60,10301,40.647233,-74.080393
Staten Island,13,60,10301,40.647233,-74.080393
Staten Island,13,60,10301,40.647233,-74.080393
Staten Island,13,60,10301,40.647233,-74.080393
Staten Island,13,60,10301,40.647233,-74.080393
Staten Island,13,60,10301,40.647233,-74.080393
Staten Island,13,60,10301,40.647233,-74.080393
Staten Island,13,60,10301,40.647233,-74.080393
Staten Island,7446,75,10309,40.527628,-74.229423
Staten Island,7446,75,10309,40.527628,-74.229423
Staten Island,870,23,10304,40.591451,-74.100957
Staten Island,870,23,10304,40.591451,-74.100957
Staten Island,329,65,10314,40.615765,-74.115135
Staten Island,8025,114,10307,40.511437,-74.246
Staten Island,3206,4,10305,40.599251,-74.084433
Staten Island,352,10,10310,40.625536,-74.128005
Staten Island,5263,1,10308,40.542614,-74.156292
Staten Island,951,25,10306,40.578022,-74.12444
Staten Island,951,27,10306,40.578143,-74.124412
Staten Island,4266,23,10306,40.565034,-74.124402
Staten Island,5449,9,10308,40.559264,-74.157965
Staten Island,6840,46,10312,40.538377,-74.198257
Staten Island,368,54,10314,40.617205,-74.126239
Staten Island,125,17,10301,40.633345,-74.094643
Staten Island,7786,37,10307,40.508982,-74.233797
Staten Island,3734,21,10306,40.57565,-74.096829
Staten Island,7702,23,10309,40.522108,-74.216829
Staten Island,2269,1,10306,40.578438,-74.135759
Staten Island,3070,29,10305,40.607738,-74.063616
Staten Island,537,14,10304,40.626721,-74.081496
Staten Island,64,99,10301,40.641275,-74.093937
Staten Island,277,54,10310,40.627265,-74.106887
Staten Island,5258,9,10308,40.545142,-74.156197
Staten Island,6819,36,10312,40.531412,-74.195538
Staten Island,2825,1,10305,40.617022,-74.067209
Staten Island,2825,1,10305,40.617022,-74.067209
Staten Island,5348,97,10312,40.535079,-74.156206
Staten Island,374,320,10314,40.61919,-74.128764
Staten Island,5511,105,10312,40.546886,-74.16484
Staten Island,6247,29,10312,40.536345,-74.180342
Staten Island,311,4,10310,40.627802,-74.116312
Staten Island,311,4,10310,40.627769,-74.116366
Staten Island,7965,33,10307,40.506937,-74.254301
Staten Island,4418,9,10306,40.569303,-74.137979
Staten Island,261,18,10310,40.629462,-74.10564
Staten Island,5269,57,10308,40.543368,-74.148648
Staten Island,8050,60,10307,40.508541,-74.251503
Staten Island,2971,20,10305,40.613157,-74.07648
Staten Island,8046,13,10307,40.509705,-74.244735
Staten Island,8046,13,10307,40.509705,-74.244735
Staten Island,8046,13,10307,40.509705,-74.244735
Staten Island,277,211,10310,40.627099,-74.105986
Staten Island,3235,61,10305,40.597947,-74.081849
Staten Island,3235,161,10305,40.597925,-74.081907
Staten Island,3235,65,10305,40.597883,-74.082015
Staten Island,3235,63,10305,40.597905,-74.081961
Staten Island,2922,7501,10304,40.612889,-74.077971
Staten Island,2922,7501,10304,40.612854,-74.077989
Staten Island,6421,57,10312,40.533035,-74.174929
Staten Island,3235,160,10305,40.597966,-74.081795
Staten Island,5114,27,10308,40.551906,-74.140689
Staten Island,869,359,10304,40.59403,-74.099546
Staten Island,5223,47,10308,40.549194,-74.153468
Staten Island,7446,75,10309,40.527628,-74.229423
Staten Island,7446,75,10309,40.527628,-74.229423
Staten Island,7446,75,10309,40.527628,-74.229423
Staten Island,7446,75,10309,40.527628,-74.229423
